id,content,date,language,title,normalized_rating,raw_rating,offerings,destinations,offerings_list,destinations_list
377380-196169978312,ابها بكل مافيها طبيعة ساحره,2022-01-25T05:32:00+00:00,ara,Abha Palace Hotel,100.0,5.0,"Accommodation, Tourism Attractions/ Sites",Abha,"['Accommodation', 'Tourism Attractions/ Sites']",['Abha']
377380-196098000370,يتكون من جزئين غرف فندقية وكذلك اجنحه فندقية السعر جيد مقابل الخدمة,2022-01-25T05:33:00+00:00,ara,ibis Jeddah City Center,100.0,5.0,Accommodation,Jeddah,['Accommodation'],['Jeddah']
377380-168051736277,"Services need to be improve, staff need to be trained. My booking was including breakfast and I have been told it is not included, I ended up calling Hotels.com whose resolved this matter to be. It took then more than 45 min to bring the breakfast to my room and so many items missing. I suggest you choice another hotel",2021-02-13T15:10:00+00:00,eng,Hilton Riyadh Hotel & Residences,40.0,4.0,"Accommodation, Food & Beverage",Riyadh,"['Accommodation', 'Food & Beverage']",['Riyadh']
377380-167637463496,الموظف فيصل مامنه 2♥️♥️,2021-02-13T15:15:00+00:00,ara,Novotel Jeddah Tahlia,100.0,5.0,Accommodation,Jeddah,['Accommodation'],['Jeddah']
377380-197005261533,جيده جداً للمشي,2022-02-03T06:35:00+00:00,ara,Rawdah Park,100.0,5.0,Tourism Attractions/ Sites,"Madinah, Riyadh",['Tourism Attractions/ Sites'],"['Madinah', 'Riyadh']"
377380-197308361267,مكان جميل و قريب جدا للحرم,2022-02-06T19:48:00+00:00,ara,Madinah Hilton,80.0,4.0,Accommodation,Madinah,['Accommodation'],['Madinah']
377380-197788966232,هذا ميقات التنعيم. الميقات جيد,2022-02-13T03:23:00+00:00,ara,Masjid Ayesha Miqat For Makkah,80.0,4.0,Religious,Makkah,['Religious'],['Makkah']
377380-168131147753,موقع جميل وخدمة مميزة,2021-02-13T15:29:00+00:00,ara,Novotel Jeddah Tahlia,100.0,5.0,Accommodation,Jeddah,['Accommodation'],['Jeddah']
377380-167591163585,Very low expensive mall,2021-02-13T15:31:00+00:00,eng,Al Hijaz Mall,100.0,5.0,Tourism Attractions/ Sites,Makkah,['Tourism Attractions/ Sites'],['Makkah']
377380-167614923287,My soul just want to whole day because of imam,2021-02-13T15:33:00+00:00,eng,Masjid Ayesha Miqat For Makkah,100.0,5.0,Religious,Makkah,['Religious'],['Makkah']
377380-167627735543,حديقة جميلة وهادئة.. تحتوي على معالم بشكل مصغر.. غير مسموح دخول البايسكل ودرجات الأطفال.. يوجد بها مراجيح للأطفال وسوبر ماركت صغير,2021-02-13T15:48:00+00:00,ara,WORLD SIGHTS PARK,100.0,5.0,Tourism Attractions/ Sites,Riyadh,['Tourism Attractions/ Sites'],['Riyadh']
377380-200218553639,فندم كويس الي حد كبير,2022-03-06T13:47:00+00:00,ara,Madareem Crown Hotel,80.0,4.0,Food & Beverage,Riyadh,['Food & Beverage'],['Riyadh']
377380-200634019882,موقع مميز ومكان جميل,2022-03-11T00:57:00+00:00,ara,Hotel Galleria Jeddah فندق غاليريا جدة,100.0,5.0,Accommodation,Jeddah,['Accommodation'],['Jeddah']
377380-201047461803,ممتاز تعامل راقي الاسعار مرتفعة نوعا ما,2022-03-16T14:51:00+00:00,ara,Assaraya Turkish Restaurant,100.0,5.0,Accommodation,Riyadh,['Accommodation'],['Riyadh']
377380-167580183938,خدمه سيئة جداً وخصوصاً الاستقبال، ومستوى النظافه سيئ جداً سواءً في الغرف او حتى في اللوبي القزاز وسخ وغير مهتم فيه، بالاضافة الى رائحة البويه قوية جداً، الف ريال في الليله مبلغ مبالغ فيه جداً جداً جداً على الخدمات والفعاليات، وايضاً الدخول من بوابة الفندق الرئيسيه غبيه جداً، يوجد بوابتين بوابه للتسجيل وتصف فيها سرا وبعدين بوابة الدخول، مااعرف ليش مايخلوها بوابه وحده او بالتنسيق مع الفندق الي عنده حجز يدخل على طول بدل التأخير، السياحه يبغالها فن وعقول اكثر حرفيه من كذا.,2021-02-13T15:51:00+00:00,ara,Views Hotel & Residences,20.0,1.0,Accommodation,KAEC,['Accommodation'],['KAEC']
377380-201285620024,تعامل سئ من قبل موظفين الاستقبال وتعقيد الطلبات Bad treatment from reception staff and complexity in requests,2022-03-19T19:03:00+00:00,ara,Dyar Alhamra Hotel,20.0,1.0,Accommodation,Jeddah,['Accommodation'],['Jeddah']
377380-201739458550,للعمل ولا ارقى من الانتر للاستجمام ولا اروع من الانتر للسياحة ولا ارقى واروع واجمل من الانتر فندق انتر كونتيننتال ليس بعد ال5 نجوم شرح.,2022-03-22T22:07:00+00:00,ara,"InterContinental Jeddah, an IHG Hotel",100.0,5.0,Accommodation,Jeddah,['Accommodation'],['Jeddah']
377380-201930834030,خدمع جيده، اسعار مقبولع ، مكان نظيف,2022-03-26T06:24:00+00:00,ara,Marahel Kharj Aparthotel 3,80.0,4.0,Food & Beverage,Riyadh,['Food & Beverage'],['Riyadh']
377380-167600006365,Very bad hotel because customers service is soo poor. It consider five stars hotel in terms of luxury modern furniture . I stayed there when there are no many people (coronavirus period) . I wonder if there are many clients how they can handle it especially in Ramadan or Hajj. (Calling reception no answering ) simple needs such as teeth brush is not available . I think they don't believe that they are five stars hotel.,2021-02-13T16:09:00+00:00,eng,Al Marwa Rayhaan By Rotana,40.0,2.0,Accommodation,Makkah,['Accommodation'],['Makkah']
377380-202398148977,اشكر الاستاذه بشاير على حسن التعامل...,2022-03-30T01:38:00+00:00,ara,Courtyard by Marriott Riyadh Diplomatic Quarter,100.0,5.0,Food & Beverage,Riyadh,['Food & Beverage'],['Riyadh']
377380-167720265840,متميز,2021-02-13T16:51:00+00:00,ara,Reality Suites,80.0,4.0,Accommodation,Dammam,['Accommodation'],['Dammam']
377380-185024796379,من افضل المطاعم في الرياض مطعم لذيييييذ جدا والمكان كبير وفخم وفيه جلسات داخليه وخارجيه تفتح النفس بصراحه,2021-02-13T17:00:00+00:00,ara,Salad Boutique,100.0,5.0,Food & Beverage,Riyadh,['Food & Beverage'],['Riyadh']
377380-167720781126,السرير صغير وحروج ١٢ مو ٢,2021-02-13T17:01:00+00:00,ara,Ramada Encore by Wyndham Al Khobar Olaya,20.0,1.0,"Accommodation, Food & Beverage","Khobar, Riyadh","['Accommodation', 'Food & Beverage']","['Khobar', 'Riyadh']"
377380-167721315691,مستوى النظافه لا بأس به وسعر معقول,2021-02-13T17:12:00+00:00,ara,Taj Alarous,100.0,5.0,Accommodation,Jeddah,['Accommodation'],['Jeddah']
377380-167721315758,لم يعجبني,2021-02-13T17:12:00+00:00,ara,Taj Alarous,20.0,1.0,Accommodation,Jeddah,['Accommodation'],['Jeddah']
377380-167643247472,مديمة الملك عبدالله الاقثصاديه جده,2021-02-13T17:15:00+00:00,ara,Bay La Sun Hotel & Marina ( KAEC ),100.0,5.0,"Tourism Attractions/ Sites, Accommodation","KAEC, Jeddah","['Tourism Attractions/ Sites', 'Accommodation']","['KAEC', 'Jeddah']"
377380-167643246043,رائعه جدا لايمكن وصفها,2021-02-13T17:15:00+00:00,ara,Bay La Sun Hotel & Marina ( KAEC ),100.0,5.0,"Tourism Attractions/ Sites, Accommodation","KAEC, Jeddah","['Tourism Attractions/ Sites', 'Accommodation']","['KAEC', 'Jeddah']"
377380-168137265309,Quite hotel and good service for me its best option in Yanbu,2021-02-13T17:25:00+00:00,eng,Holiday Inn Yanbu,100.0,5.0,Accommodation,Yanbu,['Accommodation'],['Yanbu']
377380-167607093997,ممتاز ونظفه خمسه نجوم و نظام التباعد جيدا جدا ممتاز,2021-02-13T17:22:00+00:00,ara,Masjid Al Qiblatayn,100.0,5.0,Religious,Madinah,['Religious'],['Madinah']
377380-167614920643,جامع عائشة رضي الله عنها/ التنعيم,2021-02-13T17:33:00+00:00,ara,Masjid Ayesha Miqat For Makkah,100.0,5.0,Religious,Makkah,['Religious'],['Makkah']
377380-167641482486,طلبت العصير 12:26 مثل ما هو موضح في الفاتورة وعطوني اياه 12:41 قمة الاستهتار والمماطلة في الزبون والتعامل السيء تجربة تعيسه اخر مرة اطلب من عندهم,2021-02-13T17:36:00+00:00,ara,Vitamin Palace Dammam,20.0,1.0,"Food & Beverage, Tourism Attractions/ Sites",Dammam,"['Food & Beverage', 'Tourism Attractions/ Sites']",['Dammam']
377380-167721901824,Too expensive. But in fact it's normal,2021-02-13T17:25:00+00:00,eng,"Radisson Blu Resort, Al Khobar Half Moon Bay",60.0,3.0,Accommodation,Khobar,['Accommodation'],['Khobar']
377380-167608247059,اكل لذيذ ومكان متميز,2021-02-13T17:45:00+00:00,ara,"كرم بيروت Karam Beirut, Tahlia Street, Riyadh",100.0,5.0,"Accommodation, Tourism Attractions/ Sites",Riyadh,"['Accommodation', 'Tourism Attractions/ Sites']",['Riyadh']
377380-185027314171,"Nice place, delicious food. Highly recommended as best Italian restaurant in Khobar. One star less because the fries that comes with the sliders was very cold.",2021-02-13T17:59:00+00:00,eng,Pollino,80.0,4.0,Food & Beverage,Khobar,['Food & Beverage'],['Khobar']
377380-167642919495,amazing food good staff,2021-02-13T18:00:00+00:00,eng,Surabaya Garden,100.0,5.0,Food & Beverage,Jeddah,['Food & Beverage'],['Jeddah']
377380-167642919528,"such a wonderful place with really nice staff so kind and comforting,the food is magnificent i enjoy asian food and i’ve tried multiple asian restaurants but this place is top tier really good food and service thank u to the owners",2021-02-13T18:00:00+00:00,eng,Surabaya Garden,100.0,5.0,Food & Beverage,Jeddah,['Food & Beverage'],['Jeddah']
377380-167723710411,ممتاز,2021-02-13T18:07:00+00:00,ara,Rosewood Jeddah Hotel,100.0,5.0,"Accommodation, Food & Beverage",Jeddah,"['Accommodation', 'Food & Beverage']",['Jeddah']
377380-167642927648,really nice place,2021-02-13T18:00:00+00:00,eng,Surabaya Garden,100.0,5.0,Food & Beverage,Jeddah,['Food & Beverage'],['Jeddah']
377380-167574951519,حجزت في هذا الفندق وجيت انا واطفالي ويقول غرفتك مو جاهزه علماً باني وصلت اخر الليل مرمطه مهزله لا مبالاه,2021-02-13T18:12:00+00:00,ara,Park Inn by Radisson Makkah Al Naseem,20.0,1.0,Accommodation,Makkah,['Accommodation'],['Makkah']
377380-167643244852,شاطيء جميل,2021-02-13T18:15:00+00:00,ara,Hayat Haql Hotel And Marina,100.0,5.0,Accommodation,"Tabuk, Sakaka / AlJouf",['Accommodation'],"['Tabuk', 'Sakaka / AlJouf']"
377380-167646554996,Very nice stay,2021-02-13T18:20:00+00:00,eng,Holiday Inn Riyadh - al Qasr,100.0,5.0,"Accommodation, Food & Beverage",Riyadh,"['Accommodation', 'Food & Beverage']",['Riyadh']
377380-167646551897,جميل,2021-02-13T18:20:00+00:00,ara,Holiday Inn Riyadh - al Qasr,100.0,5.0,"Accommodation, Food & Beverage",Riyadh,"['Accommodation', 'Food & Beverage']",['Riyadh']
377380-167646552032,موقع ممتاز وخدمه مميزه,2021-02-13T18:20:00+00:00,ara,Holiday Inn Riyadh - al Qasr,100.0,5.0,"Accommodation, Food & Beverage",Riyadh,"['Accommodation', 'Food & Beverage']",['Riyadh']
377380-259913238900,المنتزه الرئيسي بمدينة الطائف يقصده السكان والسواح.,2023-10-01T11:28:00+00:00,ara,Arruddaf Park,100.0,5.0,Tourism Attractions/ Sites,Taif,['Tourism Attractions/ Sites'],['Taif']
377380-167725517533,فندق قديم مبالغ بسعره مقابل الغرف لا يوجد خدمه غرف او لم استيقظ منها خلال تواجدي بها,2021-02-13T18:39:00+00:00,ara,Sanabel Al Madinah Hotel,40.0,2.0,Accommodation,Madinah,['Accommodation'],['Madinah']
377380-167579672326,Nice Hotel,2021-02-13T18:41:00+00:00,ara,فندق ويندام جاردن Wyndham Garden Dammam,100.0,5.0,Accommodation,Dammam,['Accommodation'],['Dammam']
377380-167619752507,لاباس,2021-02-13T18:43:00+00:00,ara,Hyatt House Jeddah Sari Street,60.0,3.0,Accommodation,Jeddah,['Accommodation'],['Jeddah']
377380-167726136427,ممتاز جدا,2021-02-13T18:50:00+00:00,ara,Skoot Furnished Apartment,100.0,5.0,Accommodation,Khobar,['Accommodation'],['Khobar']
377380-167726255861,Nice place but reinovation is ongoing. Breakfast is very good and staff so kind and helpful,2021-02-13T18:52:00+00:00,eng,Sheraton Jeddah Hotel,80.0,4.0,Accommodation,Jeddah,['Accommodation'],['Jeddah']
377380-167726935800,Unique,2021-02-13T19:01:00+00:00,eng,Centro Waha,80.0,4.0,Food & Beverage,Riyadh,['Food & Beverage'],['Riyadh']
377380-167726795542,مكان هادي وجميل وتعتبر الإقامة به إقامة رآئعه ومميزة واخص بالشكر الاستاذة والاخت الفاضلة روتانا على جميل إشرافها ومتابعة عملها بكل إحترافية في تحقيق غرف فندقية عالية النظافة والجمال.,2021-02-13T19:02:00+00:00,ara,Seasons Park Hotel,100.0,5.0,Accommodation,Jeddah,['Accommodation'],['Jeddah']
377380-167726804744,الحمدلله قضينا ٣ أيام في فندق روتانا المسك بالقرب من المسجد النبوي الشريف وكانت خدمة الفندق للزوار أكثر من رائعة ولله الحمدلله أدام الله عز هذة المدينة الطاهرة وأهلها بالكرم وأنار الله قلوبهم لخدمة الزوار,2021-02-13T19:03:00+00:00,ara,Rotana Al Mesk Hotel,100.0,5.0,Accommodation,Madinah,['Accommodation'],['Madinah']
377380-167726825466,فندق سيء جدا وتعامل موظف الاستقبال اسواء مواقف مافيه مدخل سيء توصيل مافيه للحرم والغرف ضيقه جدا ماانصح فيه والله على مااقول شهيد وانا محرم ايضاً.,2021-02-13T19:03:00+00:00,ara,Shaza Makkah,20.0,1.0,Accommodation,Makkah,['Accommodation'],['Makkah']
377380-167727297915,اطلاله من غير شرفه ما تستفيد منها، اثاثه غثيث و قديم و خدمة السيارات فيه اليمني صالح اتوقع اسمه رجل محترم جداً و خدوم و المغربي نسيت اسمه خدمتهم سريعه في المواقف و محترمين,2021-02-13T19:11:00+00:00,ara,Sofitel Al Khobar The Corniche,60.0,3.0,Accommodation,Khobar,['Accommodation'],['Khobar']
377380-167727302330,سكن هادي و مريح و يوجد مسجد مقابله تماماً و السعر مناسب و الشقق واسعة و غرف النوم معقولة الحجم.,2021-02-13T19:11:00+00:00,ara,SAIF Furnished Apartments,100.0,5.0,Food & Beverage,Riyadh,['Food & Beverage'],['Riyadh']
377380-167648939631,من اسوء التجارب في جده .. بعد الانتهاء من تسجيل الدخول للغرفه وجدت في الغرفه منشفه قديمه من النزيل السابق على السرير مع كرت الفندق الخاص بنزيل السابق ممايعني ان الغرفه لم تعقم ولم تنظف وعند محاوله الخروج من الغرفه كان قفل الباب عطلان وانتظرت اكثر من نصف ساعه حتى تمكن الفني من الدخول من الشباك لكسر القفل وفتح الباب وبالرغم من حجزي الغرفه مع الافطار تفاجات ان الافطار يبدا فقط الساعه ٧ والنص يعني لو عندك اي موعد في جده الساعه ٨ فلن تستطيع الافطار .. الفندق قديم والاداره مهمله جدا ولا تعطي اي اهميه للنزيل .. بالرغم من كل المشاكل لم يتم التواصل معي او الاعتذار او ابداء اي اهتمام من قبل الاداره الفندق لا يستحق اكثر من نجمه وهي تجربه بتاكيد لن تتكرر ابدا ولا انصح اي احد بتجربتها ابدا ...,2021-02-13T19:12:00+00:00,ara,Hotel Alhamra,20.0,1.0,Accommodation,Jeddah,['Accommodation'],['Jeddah']
377380-167615201950,فخم ورائع,2021-02-13T19:35:00+00:00,ara,Al Bouvardia Hotel Units,80.0,4.0,Accommodation,Abha,['Accommodation'],['Abha']
377380-167650785980,نظافة الى جانب اعتدال السعر,2021-02-13T19:45:00+00:00,ara,House Doma housing units,80.0,4.0,Food & Beverage,Riyadh,['Food & Beverage'],['Riyadh']
377380-167729685661,فندق من فئة الثلاث نجوم ولكنه يستحق الخمس نجوم لنظافته وتوفر جميع الخدمات بالشقة والمطبخ متكامل يستحق التجربة والاسعار مناسبة تماماً لانه جديد ونظيف ورائحة النظافة تشع بالغرف ولكن يعيبه عدم وجود عوازل للصوت,2021-02-13T20:05:00+00:00,ara,Taj Jeddah - تاج جدة للشقق الفندقية,100.0,5.0,Accommodation,Jeddah,['Accommodation'],['Jeddah']
377380-167729682198,السرير معدوم الجاكوزي خربان و مكشوف الاسلاك لا يوجد طالة طعام البوية مقشرة لا انصح به نهائيا,2021-02-13T20:05:00+00:00,ara,Al Nabaress Al Macy Hotel,20.0,1.0,Accommodation,Jeddah,['Accommodation'],['Jeddah']
377380-167729735717,رائع رائع رائع و فخامه تستاهل المديح,2021-02-13T20:06:00+00:00,ara,"The Oberoi, Madina",100.0,5.0,Accommodation,Madinah,['Accommodation'],['Madinah']
377380-167730174448,ممتاز جدا ونظيف وحسن معامله وحسن استقبال واشكركم على ذلك والي الأمام دوما وبالتوفيق,2021-02-13T20:16:00+00:00,ara,The Artisan Hotel,100.0,5.0,Accommodation,Jeddah,['Accommodation'],['Jeddah']
377380-167653045849,نشكر الاخت سلمى ع تعاونها ومرونتها الفندق غني عن التعريف,2021-02-13T20:21:00+00:00,ara,ibis Yanbu Saudi Arabia,100.0,5.0,Accommodation,Yanbu,['Accommodation'],['Yanbu']
377380-167652971976,الحمدلله كانت اقامة ممتازة باستقبال الموظفين وسرعة التجاوب مع الطلبات وحتى عند المغادرة بابتسامة واخلاق الموظف عبدالله باجمال الرفيعة والعالية,2021-02-13T20:28:00+00:00,ara,Hotel Swissôtel Al Maqam - Tower F,100.0,5.0,Accommodation,Makkah,['Accommodation'],['Makkah']
377380-167652971875,كل الشكر لاخ سعد الثبيتي والاخ اشرف الميمني لحسن الاخلا والاستقبال الله يسعدهم,2021-02-13T20:28:00+00:00,ara,Hotel Swissôtel Al Maqam - Tower F,100.0,5.0,Accommodation,Makkah,['Accommodation'],['Makkah']
377380-167652975720,صراحه اقامه تفوق الوصف لجميع المقاييس راحه استقبال واطلالة الكعبه خيال لكن يعيب موقع الفندق في ظل الاحترازات صعب الوصول له ، اشكر محمد الحازمي والاخ عبدالمجيد على حسن اخلاقهم وكرمهم,2021-02-13T20:28:00+00:00,ara,Hotel Swissôtel Al Maqam - Tower F,100.0,5.0,Accommodation,Makkah,['Accommodation'],['Makkah']
377380-167652975790,Good excellent,2021-02-13T20:28:00+00:00,eng,Hotel Swissôtel Al Maqam - Tower F,100.0,5.0,Accommodation,Makkah,['Accommodation'],['Makkah']
377380-167652975721,استقبال ممتاز ورحابة، تجاوب سريع للطلبات، نشكر زياد الزهراني وعادل الثقفي على الحفاوة واللسان العذب. جزاهم الله خير.,2021-02-13T20:28:00+00:00,ara,Hotel Swissôtel Al Maqam - Tower F,100.0,5.0,Accommodation,Makkah,['Accommodation'],['Makkah']
377380-167652970945,للامانه اقامة جدا ممتازة بااستقبال الاخوان اشرف و زياد وقت الدخول وعبدالله باجمال وقت المغادرة وفقهم الله,2021-02-13T20:28:00+00:00,ara,Hotel Swissôtel Al Maqam - Tower F,100.0,5.0,Accommodation,Makkah,['Accommodation'],['Makkah']
377380-167652975789,خدمه رائعه وممتازه شكر خاص ل : زياد الزهراني سعد الثبيتي ماقصروا الصراحه في الدخول والخروج ميسرين لنا كل شي ♥️,2021-02-13T20:28:00+00:00,ara,Hotel Swissôtel Al Maqam - Tower F,100.0,5.0,Accommodation,Makkah,['Accommodation'],['Makkah']
377380-167652975792,كل شيء تمام واقامة مميزة والشباب محترمين خاصة عبدالمجيد وعبدالله في الاستقبال ما قصروا,2021-02-13T20:28:00+00:00,ara,Hotel Swissôtel Al Maqam - Tower F,100.0,5.0,Accommodation,Makkah,['Accommodation'],['Makkah']
377380-167652975797,اشكر الاستاذ هاشم حدادي استقبال رائع وتعاون ملحوظ وروح طيبة وكذلك الاستاذ اشرف الميمني في إجراءات الخروج كان مجتهداً ومميزاً ويعتبرون واجهة مشرفة للفندق .,2021-02-13T20:28:00+00:00,ara,Hotel Swissôtel Al Maqam - Tower F,100.0,5.0,Accommodation,Makkah,['Accommodation'],['Makkah']
377380-167652971205,شكراً للموظف زياد الزهراني قمة في الاخلاق ساعدنا كثير الله يسعده نتمنى جميع موظفين الفنادق نصف كافائته وحبه للعمل,2021-02-13T20:28:00+00:00,ara,Hotel Swissôtel Al Maqam - Tower F,100.0,5.0,Accommodation,Makkah,['Accommodation'],['Makkah']
377380-167652971175,كان تعامل الاستاذ زياد الزهراني راقي جداً واكثر من رائع مثال للشاب الخلوق والذي يشرف اي مكان يعمل فيه اشكرك استاذ زياد.,2021-02-13T20:28:00+00:00,ara,Hotel Swissôtel Al Maqam - Tower F,100.0,5.0,Accommodation,Makkah,['Accommodation'],['Makkah']
377380-167652970946,أشرف الميمني احمد الزهراني,2021-02-13T20:28:00+00:00,ara,Hotel Swissôtel Al Maqam - Tower F,100.0,5.0,Accommodation,Makkah,['Accommodation'],['Makkah']
377380-167652970920,كانت اقامة مميزة غرفة وموظفين في الاستقبال جدا تعامل ممتاز للكل الموظفين والموظفات في الاستقبال انصح وبقوه الاقامة فيه,2021-02-13T20:28:00+00:00,ara,Hotel Swissôtel Al Maqam - Tower F,100.0,5.0,Accommodation,Makkah,['Accommodation'],['Makkah']
377380-167652975027,احمد الزهراني وعبدالمجيد الصايغ ابرز وافضل من يقدم الفندق وخدمات الفندق والتجربة فيه جدًا جميلة,2021-02-13T20:28:00+00:00,ara,Hotel Swissôtel Al Maqam - Tower F,100.0,5.0,Accommodation,Makkah,['Accommodation'],['Makkah']
377380-167652971222,كثر خيرهم عادل الثقفي وعبدالمجيد قاموا بالواجب وماقصروا..,2021-02-13T20:28:00+00:00,ara,Hotel Swissôtel Al Maqam - Tower F,100.0,5.0,Accommodation,Makkah,['Accommodation'],['Makkah']
377380-167652975722,اشكر الاخ معتز الحربي على استقباله الرائع والمميز وكذلك حسن أداء الأخ عبدالله باجمال وفقه الله,2021-02-13T20:28:00+00:00,ara,Hotel Swissôtel Al Maqam - Tower F,100.0,5.0,Accommodation,Makkah,['Accommodation'],['Makkah']
377380-167652975871,جميله شكرا لموظف الاستقبال محمد وفي الوداع الاخ عبدالمجيد شكرا للجميع,2021-02-13T20:28:00+00:00,ara,Hotel Swissôtel Al Maqam - Tower F,80.0,4.0,Accommodation,Makkah,['Accommodation'],['Makkah']
377380-167652975732,كان وقت الدخول جيد من الموظف المميز هتان وايضاً كان وقت الخروج ممتاز عند الموظف المميز عبدالله ب جمال,2021-02-13T20:28:00+00:00,ara,Hotel Swissôtel Al Maqam - Tower F,100.0,5.0,Accommodation,Makkah,['Accommodation'],['Makkah']
377380-167652970163,كل الشكر والتقدير للأخ زياد،،,2021-02-13T20:28:00+00:00,ara,Hotel Swissôtel Al Maqam - Tower F,100.0,5.0,Accommodation,Makkah,['Accommodation'],['Makkah']
377380-167652971935,شكرا للاخ عادل الثقفي و زياد الزهراني,2021-02-13T20:28:00+00:00,ara,Hotel Swissôtel Al Maqam - Tower F,100.0,5.0,Accommodation,Makkah,['Accommodation'],['Makkah']
377380-167652970165,This place is a heavenly place in front of Kaaba Al Musharafa. The place is clean and disinfection processes take place all over the day. The staff are very friendly and providing the maximum support they can. The best place for Kaaba view rooms in the Royal Clock Tower,2021-02-13T20:28:00+00:00,eng,Hotel Swissôtel Al Maqam - Tower F,100.0,5.0,Accommodation,Makkah,['Accommodation'],['Makkah']
377380-167653046858,السعر مناسب .. الفندق قديم جداً النظافة متوسطه,2021-02-13T20:30:00+00:00,ara,InterContinental Taif,60.0,3.0,Accommodation,Taif,['Accommodation'],['Taif']
377380-168146547978,الحجز كان في سويس اوتيل وقمتم بتغيير الحجز الى سويس المقام الاقل جودة ، لذلك كنت اتمنى ان يتم تعويضي بجناح بدلاً من الغرفة، وتفاجأت بوضعي في غرفة لاتطل على الكعبة كما كان في الحجز، وتواصلت مع الموظف وحاول إقناعي بنفس الغرفة أو دفع 300 ريال للترقية !! توجهت للمدير الذي قام مشكوراً بالاعتذار وبالترقية مجاناً - الافطار غير متنوع والمطعم لم يكن بالنظافة المطلوبة حيث وجدت حشرات بالقرب من الطاولة!,2021-02-13T20:36:00+00:00,ara,Hotel Swissôtel Al Maqam - Tower F,50.0,2.5,Accommodation,Makkah,['Accommodation'],['Makkah']
377380-168146545506,Starting from reservation to front desk then room every part of journey was perfect and special thanks to Mr. Ahmed for calling to check out for any needs and hospitality by his assistant Ea’d.,2021-02-13T20:36:00+00:00,eng,Hotel Swissôtel Al Maqam - Tower F,100.0,5.0,Accommodation,Makkah,['Accommodation'],['Makkah']
377380-167574958050,البلانكت غير نظيف يحتاج دقه في النظافة لاحظت البلانكت فيه بقع طلبت من الاستقبال وتجاوب معي الله يجزاه خير جاني بديل البلانكت وبعد فيه بقع اضطريت اطلعه من جرابه لن اعيد التجربه حتى ارا تعليق ثناء على النظافة,2021-02-13T20:46:00+00:00,ara,Park Inn by Radisson Makkah Al Naseem,60.0,3.0,Accommodation,Makkah,['Accommodation'],['Makkah']
377380-167731937177,ليس كمل توقعت,2021-02-13T20:49:00+00:00,ara,Ascott Sari Jeddah,80.0,4.0,Accommodation,Jeddah,['Accommodation'],['Jeddah']
377380-167653985902,شكر خااااص للاخت ملاك على التعامل الراقي,2021-02-13T20:50:00+00:00,ara,"Jabal Omar Marriott Hotel, Makkah",100.0,5.0,Accommodation,Makkah,['Accommodation'],['Makkah']
377380-167732026437,ما شاءالله تبارك الرحمن فندق موقعه استراتيجي يطل على الشارع العام ويبعد عن الحرم 12 دقيقه مشي على الاقدام + الراحه ونظافة الشقه وبالذات دورات المياه اكرمكم الله ☝,2021-02-13T20:51:00+00:00,ara,Zaha hotel,100.0,5.0,Accommodation,Madinah,['Accommodation'],['Madinah']
377380-167732026186,suppurb,2021-02-13T20:51:00+00:00,eng,Zaha hotel,100.0,5.0,Accommodation,Madinah,['Accommodation'],['Madinah']
377380-167732113510,ممتاز,2021-02-13T20:52:00+00:00,ara,Tulip Inn Al Dar Rawafed,100.0,5.0,Accommodation,Madinah,['Accommodation'],['Madinah']
377380-167732120007,فندق في قمة الروعة والجمال,2021-02-13T20:52:00+00:00,ara,Tulip Inn Al Dar Rawafed,100.0,5.0,Accommodation,Madinah,['Accommodation'],['Madinah']
377380-167602391711,خدمات ممتازة وقريب من الحرم النبوي . ما شاء الله تبارك الرحمن,2021-02-13T21:55:00+00:00,ara,Al Rawda Royal Inn,100.0,5.0,Accommodation,Madinah,['Accommodation'],['Madinah']
377380-167734299657,The moment they ask you to pay in advance as if you're gonna run away without paying.. yeah that's the first deal breaker.. no matter what.. the stay can't be pleasant once you've been given the look.. If payment is mandatory before starting our stay then why is there no option to pay online..?? Very unlike of Wyndham hotels.. hope to get a response,2021-02-13T21:34:00+00:00,eng,Ramada by Wyndham Continental Jeddah,20.0,1.0,Accommodation,Jeddah,['Accommodation'],['Jeddah']
377380-167656631986,فندق ممتاز جدا كفندق 4 نجوم .. مميز بأثاثه و سعة حجم الغرفة و خدمته .. يعيبه وضع مكاين التكييف في مكان الإطلاله,2021-02-13T21:40:00+00:00,ara,Iridium 70 Hotel فندق اريديوم السبعين,100.0,5.0,Accommodation,Jeddah,['Accommodation'],['Jeddah']
377380-167734714189,فندق جيد بأسعار جيدة ومساحات غرف جيدة,2021-02-13T21:43:00+00:00,ara,Prime Hotel Al Hamra,80.0,4.0,Accommodation,Jeddah,['Accommodation'],['Jeddah']
377380-167605284726,مكان جيد ونظيف,2021-02-13T21:45:00+00:00,ara,Aljar Resort,100.0,5.0,Accommodation,Madinah,['Accommodation'],['Madinah']
377380-167736244441,جيد لكن سعره غالي,2021-02-13T22:16:00+00:00,ara,Shafa Abha Hotel,100.0,5.0,Accommodation,Abha,['Accommodation'],['Abha']
377380-167736233857,30 days anniversary,2021-02-13T22:16:00+00:00,ara,فندق كيو سويتس جدة من ايواء,100.0,5.0,Accommodation,Jeddah,['Accommodation'],['Jeddah']
